ID,Visit,SA,Date_Time,Date,Time,Stage,Q1ExperienceNum,Q1Experience,Q1Report,Q2AwakeNum,Q2Awake,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q14b,Q15,Q16,Q17,Q18,Q19,Q20,Q20b,Notes,Int,FILE_NOT_FOUND,DIFF_FROM_EVENT_SECONDS,DIN_EVENTS_WITHIN_TWO_MINUTES,MFF_FILE_HAS_NO_EVENTS_TO_IMPORT,ENTRY_MATCHED_AWAKENING_NO,N1,N2,N3,REM,WAKE,OFFLINE_SLEEP_SCORE,PATH,SES_PATH,PATH_UNIQUE
2000,1,5,11/19/0014 03:42,,3:42 AM,2.0,3.0,Report,Heating things for health benefits. Doing different things for health benefits. Taking supplements.,2.0,Asleep,2.0,2.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,-2.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,responsibility,,RA,,75.592,2,,5.0,0.0,1.0,0.0,0.0,1.0,N2,/data/tvanasse/nccam3/data/sub-2000/eeg/ses-1/awakening-5-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2000/eeg/ses-1,2000/eeg/ses-1/awakening-5-cleaned2_nrem.set
2000,1,1,11/19/0014 01:00,,1:00 AM,2.0,3.0,Report,Food or herbal supplements,2.0,Asleep,1.0,1.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,,3.0,0.0,0.0,0.0,0.0,1.0,Thinking about what I have to do,,RA,,224.648,1,,1.0,0.0,1.0,0.0,0.0,1.0,N2,/data/tvanasse/nccam3/data/sub-2000/eeg/ses-1/awakening-1-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2000/eeg/ses-1,2000/eeg/ses-1/awakening-1-cleaned2_nrem.set
2000,1,9,11/19/0014 06:07,,6:07 AM,,3.0,Report,Drive in a car with a friend going to the bank and stuff,2.0,Asleep,4.0,4.0,4.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,my whole body,2.0,1.0,0.0,1.0,1.0,-1.0,Skepticism and concern,,RA,,38.338,1,,9.0,0.0,1.0,0.0,0.0,1.0,N2,/data/tvanasse/nccam3/data/sub-2000/eeg/ses-1/awakening-9-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2000/eeg/ses-1,2000/eeg/ses-1/awakening-9-cleaned2_nrem.set
2000,1,7,11/19/0014 05:08,,5:08 AM,2.0,3.0,Report,walking,2.0,Asleep,4.0,4.0,4.0,4.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,walking and shaking my head,1.0,1.0,0.0,1.0,1.0,1.0,Self-Consciousness happiness,,RA,,38.636,1,,7.0,0.0,1.0,0.0,0.0,1.0,N2,/data/tvanasse/nccam3/data/sub-2000/eeg/ses-1/awakening-7-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2000/eeg/ses-1,2000/eeg/ses-1/awakening-7-cleaned2_nrem.set
2000,1,2,11/19/0014 01:38,,1:38 AM,2.0,3.0,Report,Was trying to recall the previous dream,2.0,Asleep,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-2.0,0.0,,2.0,1.0,0.0,0.0,0.0,0.0,,,RA,,66.265,1,,2.0,0.0,1.0,0.0,0.0,1.0,N2,/data/tvanasse/nccam3/data/sub-2000/eeg/ses-1/awakening-2-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2000/eeg/ses-1,2000/eeg/ses-1/awakening-2-cleaned2_nrem.set
2000,1,3,11/19/0014 02:41,,2:41 AM,2.0,1.0,NoReport,,2.0,Asleep,,,,,,,,,,,,,,,,,,,,,,RA,,40.349,1,,3.0,0.0,1.0,0.0,0.0,1.0,N2,/data/tvanasse/nccam3/data/sub-2000/eeg/ses-1/awakening-3-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2000/eeg/ses-1,2000/eeg/ses-1/awakening-3-cleaned2_nrem.set
2000,1,8,11/19/0014 05:30,,5:30 AM,2.0,3.0,Report,Hotel Washing my face grooming,2.0,Asleep,4.0,4.0,4.0,4.0,3.0,2.0,1.0,0.0,0.0,1.0,-1.0,0.0,,1.0,0.0,0.0,1.0,1.0,2.0,Happiness and Love,,RA,,106.842,1,,8.0,0.0,1.0,0.0,0.0,1.0,N2,/data/tvanasse/nccam3/data/sub-2000/eeg/ses-1/awakening-8-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2000/eeg/ses-1,2000/eeg/ses-1/awakening-8-cleaned2_nrem.set
2000,1,4,11/19/0014 03:15,,3:15 AM,2.0,1.0,NoReport,,2.0,Asleep,,,,,,,,,,,,,,,,,,,,,"(question, N3?)",RA,,1.118,2,,4.0,0.0,0.0,1.0,0.0,1.0,N3,/data/tvanasse/nccam3/data/sub-2000/eeg/ses-1/awakening-4-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2000/eeg/ses-1,2000/eeg/ses-1/awakening-4-cleaned2_nrem.set
2001,3,5,09/01/0015 02:56,,2:56 AM,2.0,1.0,NoReport,,2.0,Asleep,,,,,,,,,,,,,,,,,,,,,,JS,,51.096,1,,5.0,0.0,1.0,1.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2001/eeg/ses-3/awakening-5-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2001/eeg/ses-3,2001/eeg/ses-3/awakening-5-cleaned2_nrem.set
2001,3,1,09/01/0015 00:20,,12:20 AM,2.0,2.0,Something,,2.0,Asleep,,,,,,,,,,,,,,,,,,,,,,JS,,15.49,1,,1.0,1.0,1.0,0.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2001/eeg/ses-3/awakening-1-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2001/eeg/ses-3,2001/eeg/ses-3/awakening-1-cleaned2_nrem.set
2001,3,6,09/01/0015 04:06,,4:06 AM,2.0,2.0,Something,,2.0,Asleep,,,,,,,,,,,,,,,,,,,,,,JS,,28.481,2,,6.0,0.0,1.0,1.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2001/eeg/ses-3/awakening-6-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2001/eeg/ses-3,2001/eeg/ses-3/awakening-6-cleaned2_nrem.set
2001,3,2,09/01/0015 01:14,,1:14 AM,2.0,1.0,NoReport,,1.0,Awake,,,,,,,,,,,,,,,,,,,,,,JS,,131.472,1,,2.0,0.0,1.0,0.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2001/eeg/ses-3/awakening-2-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2001/eeg/ses-3,2001/eeg/ses-3/awakening-2-cleaned2_nrem.set
2001,3,3,09/01/0015 01:43,,1:43 AM,2.0,2.0,Something,music,1.0,Awake,,,,,,,,,,,,,,,,,,,,,,JS,,50.017,1,,3.0,0.0,1.0,0.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2001/eeg/ses-3/awakening-3-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2001/eeg/ses-3,2001/eeg/ses-3/awakening-3-cleaned2_nrem.set
2001,3,7,09/01/0015 04:50,,4:50 AM,2.0,1.0,NoReport,,2.0,Asleep,,,,,,,,,,,,,,,,,,,,,,JS,,2.546,1,,7.0,1.0,1.0,1.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2001/eeg/ses-3/awakening-7-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2001/eeg/ses-3,2001/eeg/ses-3/awakening-7-cleaned2_nrem.set
2001,3,4,09/01/0015 02:21,,2:21 AM,2.0,1.0,NoReport,,1.0,Awake,,,,,,,,,,,,,,,,,,,,,,JS,,12.334,1,,4.0,0.0,1.0,0.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2001/eeg/ses-3/awakening-4-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2001/eeg/ses-3,2001/eeg/ses-3/awakening-4-cleaned2_nrem.set
2002,2,1,04/25/0015 02:11,,2:11 AM,2.0,2.0,Something,"Thinking about somethhing, but could not remember",2.0,Asleep,,,,,,,,,,,,,,,,,,,,,,JO,,78.843,1,,1.0,1.0,1.0,0.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2002/eeg/ses-2/awakening-1-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2002/eeg/ses-2,2002/eeg/ses-2/awakening-1-cleaned2_nrem.set
2002,2,6,04/25/0015 06:11,,6:11 AM,2.0,1.0,NoReport,,2.0,Asleep,,,,,,,,,,,,,,,,,,,,,,JO,,13.04,1,,6.0,0.0,1.0,0.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2002/eeg/ses-2/awakening-6-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2002/eeg/ses-2,2002/eeg/ses-2/awakening-6-cleaned2_nrem.set
2002,2,2,04/25/0015 02:47,,2:47 AM,2.0,2.0,Something,Thinking about gardening but could not grasp details,1.0,Awake,,,,,,,,,,,,,,,,,,,,,,JO,,10.286,1,,2.0,0.0,1.0,0.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2002/eeg/ses-2/awakening-2-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2002/eeg/ses-2,2002/eeg/ses-2/awakening-2-cleaned2_nrem.set
2002,2,3,04/25/0015 03:40,,3:40 AM,2.0,1.0,NoReport,,1.0,Awake,,,,,,,,,,,,,,,,,,,,,,JO,,31.567,1,,3.0,0.0,1.0,0.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2002/eeg/ses-2/awakening-3-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2002/eeg/ses-2,2002/eeg/ses-2/awakening-3-cleaned2_nrem.set
2002,2,4,04/25/0015 05:03,,5:03 AM,2.0,1.0,NoReport,,2.0,Asleep,,,,,,,,,,,,,,,,,,,,,,JO,,68.57300000000001,3,,4.0,0.0,0.0,1.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2002/eeg/ses-2/awakening-4-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2002/eeg/ses-2,2002/eeg/ses-2/awakening-4-cleaned2_nrem.set
2002,1,3,12/03/0014 03:08,,3:08 AM,2.0,1.0,NoReport,,2.0,Asleep,,,,,,,,,,,,,,,,,,,,,,GK,,65.19800000000001,3,,2.0,1.0,1.0,0.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2002/eeg/ses-1/awakening-2-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2002/eeg/ses-1,2002/eeg/ses-1/awakening-2-cleaned2_nrem.set
2002,1,7,12/03/0014 05:46,,5:46 AM,2.0,3.0,Report,Sidewalk (all I could think about was a sidewalk),2.0,Asleep,3.0,3.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,,2.0,0.0,0.0,0.0,0.0,-1.0,longing,,GK,,1.423,46,,6.0,0.0,0.0,1.0,0.0,0.0,,/data/tvanasse/nccam3/data/sub-2002/eeg/ses-1/awakening-6-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2002/eeg/ses-1,2002/eeg/ses-1/awakening-6-cleaned2_nrem.set
2002,1,4,12/03/0014 03:32,,3:32 AM,2.0,1.0,NoReport,,2.0,Asleep,,,,,,,,,,,,,,,,,,,,,,GK,,18.739,1,,3.0,0.0,1.0,0.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2002/eeg/ses-1/awakening-3-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2002/eeg/ses-1,2002/eeg/ses-1/awakening-3-cleaned2_nrem.set
2002,1,5,12/03/0014 04:06,,4:06 AM,2.0,1.0,NoReport,,2.0,Asleep,,,,,,,,,,,,,,,,,,,,,,GK,,90.909,1,,4.0,1.0,1.0,0.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2002/eeg/ses-1/awakening-4-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2002/eeg/ses-1,2002/eeg/ses-1/awakening-4-cleaned2_nrem.set
2002,1,6,12/03/0014 05:18,,5:18 AM,2.0,1.0,NoReport,,2.0,Asleep,,,,,,,,,,,,,,,,,,,,,,GK,,27.566,12,,5.0,0.0,1.0,1.0,0.0,0.0,,/data/tvanasse/nccam3/data/sub-2002/eeg/ses-1/awakening-5-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2002/eeg/ses-1,2002/eeg/ses-1/awakening-5-cleaned2_nrem.set
2003,3,2,09/12/0015 01:36,,1:36 AM,2.0,2.0,Something,thinks she was walking down a street,2.0,Asleep,,,,,,,,,,,,,,,,,,,,,,PR,,70.433,1,,1.0,0.0,1.0,0.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2003/eeg/ses-3/awakening-1-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2003/eeg/ses-3,2003/eeg/ses-3/awakening-1-cleaned2_nrem.set
2003,3,7,09/12/0015 04:28,,4:28 AM,2.0,2.0,Something,,1.0,Awake,,,,,,,,,,,,,,,,,,,,,,PR,,36.457,1,,6.0,0.0,1.0,0.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2003/eeg/ses-3/awakening-6-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2003/eeg/ses-3,2003/eeg/ses-3/awakening-6-cleaned2_nrem.set
2003,3,3,09/12/0015 02:11,,2:11 AM,2.0,3.0,Report,Pp was dreaming about being unsure about the questions we were waking her up to ask,2.0,Asleep,4.0,4.0,4.0,4.0,3.0,5.0,1.0,0.0,0.0,3.0,-1.0,1.0,legs,2.0,1.0,1.0,0.0,1.0,0.0,(confused about question),,PR,,173.925,1,,2.0,0.0,1.0,0.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2003/eeg/ses-3/awakening-2-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2003/eeg/ses-3,2003/eeg/ses-3/awakening-2-cleaned2_nrem.set
2003,3,4,09/12/0015 02:50,,2:50 AM,2.0,2.0,Something,Pp thinks it may have been something about the questions we keep asking her,2.0,Asleep,,,,,,,,,,,,,,,,,,,,,,PR,,23.973000000000006,1,,3.0,0.0,1.0,0.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2003/eeg/ses-3/awakening-3-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2003/eeg/ses-3,2003/eeg/ses-3/awakening-3-cleaned2_nrem.set
2003,3,5,09/12/0015 03:21,,3:21 AM,2.0,2.0,Something,,2.0,Asleep,,,,,,,,,,,,,,,,,,,,,,PR,,26.471,1,,4.0,0.0,1.0,0.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2003/eeg/ses-3/awakening-4-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2003/eeg/ses-3,2003/eeg/ses-3/awakening-4-cleaned2_nrem.set
2004,3,3,09/15/0015 01:35,,1:35 AM,2.0,2.0,Something,planning for something in future,1.0,Awake,,,,,,,,,,,,,,,,,,,,,,PR,,35.801,1,,3.0,1.0,1.0,0.0,0.0,1.0,,/data/tvanasse/nccam3/data/sub-2004/eeg/ses-3/awakening-3-cleaned2_nrem.set,/data/tvanasse/nccam3/data/sub-2004/eeg/ses-3,2004/eeg/ses-3/awakening-3-cleaned2_nrem.set
